id,host_id,latitude,longitude,price,minimum_nights,calculated_host_listings_count,accommodates,bedrooms,bathrooms,beds,security_deposit,cleaning_fee,extra_people,maximum_nights,availability_30,amenities_number,neighbourhood_Bijlmer-Centrum,neighbourhood_Bijlmer-Oost,neighbourhood_Bos en Lommer,neighbourhood_Buitenveldert - Zuidas,neighbourhood_Centrum-Oost,neighbourhood_Centrum-West,neighbourhood_De Aker - Nieuw Sloten,neighbourhood_De Baarsjes - Oud-West,neighbourhood_De Pijp - Rivierenbuurt,neighbourhood_Gaasperdam - Driemond,neighbourhood_Geuzenveld - Slotermeer,neighbourhood_IJburg - Zeeburgereiland,neighbourhood_Noord-Oost,neighbourhood_Noord-West,neighbourhood_Oostelijk Havengebied - Indische Buurt,neighbourhood_Osdorp,neighbourhood_Oud-Noord,neighbourhood_Oud-Oost,neighbourhood_Slotervaart,neighbourhood_Watergraafsmeer,neighbourhood_Westerpark,neighbourhood_Zuid,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_Apartment,property_type_House,property_type_Other,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_60
4605575,23865316,52.3531035235597,4.829098090719586,175,5,2,4,2.0,1.0,2.0,300.0,40.0,0.0,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
4609694,23884773,52.372203488173476,4.930642430808075,139,4,1,2,1.0,1.0,1.0,300.0,59.0,0.0,1125,15,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4610631,23727734,52.37003981402923,4.913213489048059,89,3,1,3,0.0,1.0,1.0,300.0,45.0,25.0,1125,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4610921,23561579,52.37154674614189,4.871962122391078,325,1,1,4,1.0,1.0,1.0,100.0,95.0,0.0,60,4,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4611100,23889714,52.34532965321235,4.894074180314152,145,2,1,4,2.0,1.0,2.0,0.0,40.0,0.0,10,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4611207,23890644,52.38285396963392,4.8879010349674905,145,4,1,4,0.0,1.0,4.0,100.0,30.0,37.0,7,4,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4611926,17548755,52.37598581758425,4.8736999703108985,68,2,1,2,1.0,1.0,1.0,250.0,30.0,0.0,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4613073,15782415,52.37307885982559,4.857310164823316,121,5,1,3,2.0,1.0,1.0,150.0,0.0,45.0,1125,29,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4613438,23822230,52.39515363732699,4.914393971810722,150,1,1,4,2.0,1.0,2.0,300.0,0.0,50.0,1125,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4613860,23462322,52.354722351046895,4.9185337939799645,97,6,1,2,1.0,1.0,1.0,0.0,0.0,0.0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4614017,23667032,52.39219455329094,4.882654357187029,600,3,2,4,4.0,2.0,4.0,0.0,150.0,0.0,1125,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
4616816,23917371,52.353641329334145,4.904810281887311,150,3,1,4,3.0,1.0,3.0,0.0,0.0,0.0,16,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4619263,3265979,52.348115696883994,4.858194687801304,349,2,1,3,2.0,1.0,2.0,200.0,25.0,20.0,15,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4619390,23928189,52.3522233280835,4.831320722112613,100,3,2,4,2.0,1.0,2.0,0.0,15.0,25.0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4627398,23880448,52.36620820680668,4.87350378927596,120,3,1,2,0.0,1.0,1.0,500.0,0.0,0.0,1125,7,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4630306,17314787,52.417030338268596,4.882220657024865,75,2,1,2,2.0,1.0,1.0,0.0,0.0,0.0,1125,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4630817,1485021,52.3525260473665,4.936010534102246,200,5,2,4,2.0,1.0,4.0,500.0,0.0,0.0,1125,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4634719,7830766,52.361800589981286,4.9295218057090535,110,5,1,2,1.0,1.0,1.0,350.0,40.0,0.0,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4634987,12363791,52.386535633027314,4.9142554455214364,159,3,1,4,3.0,1.0,4.0,0.0,0.0,0.0,1125,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4636051,16274382,52.35708912025238,4.907156302401975,100,2,4,3,1.0,0.5,4.0,100.0,30.0,40.0,1125,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4640869,23886273,52.36660480053587,4.8750861887934365,120,5,2,2,0.0,1.0,2.0,0.0,25.0,0.0,1124,8,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4641070,10937669,52.34114602358935,4.921292760833884,83,3,1,4,0.0,1.0,2.0,0.0,0.0,20.0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4643339,5604808,52.3678847805529,4.864597985061402,98,2,1,2,1.0,1.0,1.0,0.0,40.0,0.0,14,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4646450,21559867,52.36357836309629,4.879471990247451,170,3,1,2,1.0,1.5,1.0,750.0,30.0,0.0,15,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4647436,2526812,52.34307855564507,4.893950118138257,125,2,1,2,2.0,1.0,2.0,400.0,45.0,20.0,30,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4647548,24060451,52.367597959580145,4.88112852581691,125,3,1,4,2.0,1.0,3.0,300.0,30.0,20.0,1125,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4647904,21320310,52.35477228939762,4.887752547821378,185,3,1,3,1.0,1.0,2.0,0.0,35.0,0.0,1125,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4648294,24063989,52.355301640468866,4.918626870620511,48,3,1,1,1.0,1.0,1.0,0.0,10.0,15.0,7,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4651470,8719144,52.36172941226111,4.933063043090287,85,2,1,2,1.0,1.0,1.0,0.0,30.0,0.0,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4655656,23886273,52.36775944281861,4.874953506266807,110,5,2,2,0.0,1.0,2.0,0.0,25.0,0.0,365,5,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4655999,3556952,52.380708046795796,4.875127068901971,65,1,2,2,1.0,1.5,1.0,0.0,15.0,10.0,1125,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4656443,24100581,52.348505701089785,4.847363673659896,130,4,1,2,1.0,1.0,1.0,0.0,50.0,0.0,1125,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
4656557,2427338,52.39304802363828,4.9245155669483385,79,2,1,2,1.0,1.0,1.0,250.0,25.0,0.0,1125,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4657496,9381245,52.35392420889785,4.87194625053688,178,4,1,2,1.0,1.0,1.0,450.0,55.0,70.0,90,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4666359,24143494,52.353073454067975,5.006480496474712,495,2,1,4,4.0,2.0,4.0,350.0,120.0,0.0,30,17,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4669961,24157658,52.369256172824834,4.8487955425886184,100,2,1,3,1.0,1.0,1.0,200.0,35.0,20.0,1125,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4670406,23957347,52.36470196407297,4.874647144410072,280,2,1,4,3.0,1.0,3.0,0.0,50.0,50.0,30,19,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4671224,9403360,52.362484962318185,4.8410023615446836,65,3,1,3,1.0,1.0,1.0,300.0,50.0,45.0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
4673904,19159655,52.37371382096016,4.861477956872161,200,3,1,4,2.0,1.0,2.0,0.0,35.0,0.0,31,6,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4677465,11994313,52.35818779511,4.860038418436365,105,3,1,3,2.0,1.5,4.0,0.0,40.0,0.0,30,7,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4683947,24220387,52.34728778494669,4.856014310630495,100,1,1,2,2.0,1.0,2.0,0.0,0.0,0.0,1125,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
4684609,23695599,52.36122075503067,4.8605005791953575,89,2,1,2,1.0,1.0,1.0,500.0,15.0,0.0,7,17,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4686192,20528521,52.38299349499474,4.8503525884197245,99,3,1,2,1.0,1.0,1.0,0.0,25.0,0.0,1125,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4693307,24262900,52.35949914256833,4.939969615591599,100,2,1,2,1.0,1.0,1.0,250.0,25.0,0.0,1125,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4693511,9436031,52.35008627482986,4.914006461651708,105,3,1,4,2.0,2.0,3.0,0.0,0.0,0.0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4695968,24277919,52.363287219595044,4.9350973734322165,100,7,1,2,1.0,1.0,1.0,0.0,15.0,0.0,1125,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4696241,24279237,52.35141413816432,4.909383490764702,198,1,2,4,3.0,1.5,4.0,500.0,30.0,50.0,1124,10,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4696282,12044630,52.385038480018686,4.875101111454128,90,2,1,2,1.0,1.0,1.0,0.0,39.0,99.0,1125,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4697335,4012772,52.356993563347565,4.9110393104259975,150,3,1,3,2.0,1.0,2.0,100.0,50.0,25.0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4697359,24283793,52.3611872688403,4.872234110923651,225,5,1,4,2.0,2.5,2.0,0.0,70.0,0.0,1125,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4697911,16626677,52.3991272984682,4.953999697510391,160,5,1,4,3.0,1.5,4.0,0.0,0.0,0.0,1125,2,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4699714,24294513,52.394213083425406,4.883155844975825,495,2,1,4,4.0,1.0,4.0,250.0,95.0,35.0,31,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4703041,24311597,52.36595544757186,4.905837354197437,120,2,1,2,1.0,1.0,1.0,0.0,35.0,0.0,1125,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4705451,17299639,52.35229491966874,4.853271279467252,175,100,2,4,2.0,2.0,2.0,150.0,40.0,0.0,1125,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4707046,971085,52.369013293827464,4.924420527678729,120,2,1,2,2.0,1.0,1.0,200.0,35.0,0.0,1125,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4708117,14895424,52.373826957787024,4.861380635490074,59,3,2,2,1.0,1.0,2.0,0.0,0.0,0.0,1125,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4713270,24355586,52.40193105994851,4.901844524401375,225,2,1,4,2.0,1.5,2.0,0.0,35.0,20.0,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4714161,24358999,52.353615228621,4.898353403489762,124,2,1,3,2.0,1.0,2.0,250.0,0.0,0.0,60,14,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4715688,18569537,52.360348583295895,4.8614839400809835,175,2,1,4,2.0,1.0,2.0,250.0,50.0,0.0,1125,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4721743,2313061,52.376651332281924,4.882456157934317,99,1,2,2,1.0,1.0,1.0,0.0,10.0,0.0,99,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4721855,4450008,52.388412335140714,4.87851256529144,145,4,1,4,2.0,2.0,2.0,125.0,25.0,25.0,1125,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4726963,7519077,52.36262387959947,4.836371162326247,120,4,1,4,2.0,1.0,2.0,0.0,30.0,30.0,1125,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4727758,24414973,52.36740117555894,4.890193087705361,135,2,1,4,1.0,1.0,2.0,0.0,45.0,45.0,1125,8,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4730982,24430509,52.34629096565419,4.814982187146224,65,1,1,2,1.0,1.0,1.0,0.0,0.0,0.0,1125,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4732780,24437543,52.362943533526796,4.8677676918137545,159,2,1,4,2.0,1.0,3.0,0.0,0.0,0.0,1125,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4732811,20979476,52.382684234203,4.8479998340220165,56,1,2,1,1.0,1.0,1.0,0.0,10.0,0.0,1125,7,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4732842,24437848,52.39041194526699,4.886220550007568,99,2,1,2,1.0,1.0,1.0,0.0,20.0,49.0,1125,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
4734001,24442144,52.374019305233794,4.8739591629590135,120,4,1,2,1.0,1.0,1.0,0.0,30.0,0.0,60,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
4735280,2273227,52.37254262097553,4.875760099878742,180,2,1,2,1.0,1.0,1.0,0.0,30.0,0.0,1125,22,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4736237,4289713,52.3651667354265,4.934755517559601,101,4,1,4,2.0,1.0,2.0,85.0,25.0,20.0,1125,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4736245,6482648,52.382041017896,4.857079842031544,125,60,1,4,2.0,1.0,2.0,0.0,0.0,0.0,1125,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4737169,24455880,52.37317270643428,4.899467336799248,185,1,1,4,1.0,1.0,4.0,150.0,20.0,40.0,1125,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4740127,7132573,52.37649735844862,4.861533357727846,95,3,1,2,1.0,1.0,1.0,0.0,25.0,0.0,10,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4743452,24483809,52.36541857862213,4.871708367723118,200,2,1,3,2.0,1.0,2.0,200.0,60.0,0.0,1125,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4745111,24329746,52.35275092140727,4.884374159305438,150,2,1,2,1.0,1.0,1.0,350.0,75.0,0.0,1125,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4748130,3359487,52.363756840476256,4.924279616696066,150,6,1,2,1.0,1.0,1.0,0.0,25.0,0.0,40,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4748150,11298034,52.390247269430645,4.877855804135888,142,3,1,2,1.0,1.0,1.0,0.0,35.0,0.0,1125,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
4754897,11616877,52.329850371685495,4.858112688930075,360,7,1,4,4.0,1.5,4.0,0.0,0.0,100.0,14,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4756790,3748993,52.3512236720268,4.855123320792848,129,3,1,2,1.0,1.0,2.0,300.0,40.0,30.0,1125,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
4757323,13198283,52.33865754279051,4.9183922349989055,150,3,1,2,1.0,1.0,1.0,0.0,40.0,0.0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4761059,17299639,52.352055548712904,4.855117612245987,150,365,2,2,1.0,1.0,1.0,84.0,65.0,0.0,365,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
4761760,24569854,52.370900895286894,4.9414890440515915,175,3,1,4,3.0,1.0,4.0,0.0,50.0,10.0,1125,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4762636,3605964,52.394571650875385,4.914178088631386,40,1,1,2,1.0,1.0,1.0,0.0,10.0,30.0,60,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4763419,3913240,52.36619026379575,4.875848256997704,249,5,1,2,1.0,1.5,1.0,0.0,50.0,0.0,1125,27,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4763797,24579161,52.37387210712637,4.886809438157716,148,1,1,2,1.0,1.0,1.0,0.0,59.0,0.0,1125,19,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4764097,10780873,52.372116989707955,4.909549434626979,109,2,1,2,1.0,1.0,1.0,80.0,30.0,0.0,100,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4764531,24471465,52.36902186380228,4.91174460746007,158,5,1,4,1.0,1.5,3.0,0.0,50.0,35.0,14,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4764819,12232781,52.364705767472884,4.905359493657312,60,1,1,1,1.0,1.0,1.0,250.0,0.0,0.0,1,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
4765688,6733165,52.35554665937589,4.8893844213407425,90,2,2,3,1.0,1.0,2.0,0.0,0.0,0.0,1125,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4770029,24607160,52.34403117474001,4.915015643215177,300,4,1,4,2.0,1.5,2.0,0.0,0.0,0.0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4770878,12995038,52.36500048741926,4.856434224380688,120,8,1,2,1.0,1.0,1.0,0.0,20.0,0.0,1125,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4771047,2954807,52.369783172120535,4.901703634991027,260,5,1,3,2.0,1.5,3.0,500.0,50.0,250.0,10,14,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4771262,7263387,52.3622700562166,4.933698917297422,100,2,1,3,1.0,1.0,1.0,150.0,20.0,20.0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4772874,3556952,52.38075414171378,4.8776636107248486,140,3,2,4,2.0,1.5,3.0,0.0,25.0,10.0,1125,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4773728,12054956,52.35614290511256,4.900492607681573,79,1,1,2,1.0,1.0,2.0,300.0,25.0,20.0,1125,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4774677,5299087,52.36351577636432,4.932992400943808,75,5,2,3,2.0,1.0,2.0,0.0,29.0,29.0,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4774851,22642887,52.352153894935256,4.886822821794887,119,2,1,2,1.0,1.0,1.0,100.0,35.0,0.0,60,14,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4774934,24626910,52.376533528342506,4.875181202202199,99,3,1,2,1.0,1.0,1.0,300.0,10.0,20.0,1125,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4775024,2079597,52.35218157424789,4.888450546328633,100,3,1,2,0.0,1.0,1.0,0.0,50.0,10.0,7,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4775827,20800124,52.36321755165331,4.906643512031204,395,3,3,4,4.0,1.0,4.0,0.0,100.0,50.0,365,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4776257,20800124,52.37440051130943,4.879732620271715,275,3,3,4,2.0,2.0,4.0,0.0,100.0,40.0,365,18,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4779111,24643319,52.36284431038281,4.860960049051553,140,3,1,3,2.0,1.0,2.0,250.0,50.0,30.0,14,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4781058,24652132,52.38249775565237,4.870891229583968,95,3,1,2,1.0,1.0,1.0,0.0,35.0,0.0,1125,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4785061,7215028,52.373507699855175,4.879704842763177,180,1,1,4,1.0,1.5,2.0,100.0,0.0,40.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4788426,10420750,52.361245562360466,4.850315577433434,109,3,1,3,1.0,1.0,2.0,0.0,30.0,25.0,60,26,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
