id,host_id,latitude,longitude,price,minimum_nights,calculated_host_listings_count,accommodates,bedrooms,bathrooms,beds,security_deposit,cleaning_fee,extra_people,maximum_nights,availability_30,amenities_number,neighbourhood_Bijlmer-Centrum,neighbourhood_Bijlmer-Oost,neighbourhood_Bos en Lommer,neighbourhood_Buitenveldert - Zuidas,neighbourhood_Centrum-Oost,neighbourhood_Centrum-West,neighbourhood_De Aker - Nieuw Sloten,neighbourhood_De Baarsjes - Oud-West,neighbourhood_De Pijp - Rivierenbuurt,neighbourhood_Gaasperdam - Driemond,neighbourhood_Geuzenveld - Slotermeer,neighbourhood_IJburg - Zeeburgereiland,neighbourhood_Noord-Oost,neighbourhood_Noord-West,neighbourhood_Oostelijk Havengebied - Indische Buurt,neighbourhood_Osdorp,neighbourhood_Oud-Noord,neighbourhood_Oud-Oost,neighbourhood_Slotervaart,neighbourhood_Watergraafsmeer,neighbourhood_Westerpark,neighbourhood_Zuid,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,property_type_Apartment,property_type_House,property_type_Other,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_60
15391262,97090342,52.37166247813897,4.893530191028289,100,2,1,2,1.0,1.0,1.0,0.0,0.0,0.0,1125,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15397352,3929672,52.348777487249485,4.90483554171424,99,3,1,2,1.0,1.0,1.0,0.0,35.0,0.0,20,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15403401,56381474,52.36260165818562,4.910403921598096,245,10,1,4,3.0,1.0,3.0,500.0,50.0,0.0,90,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15404565,14643159,52.3712027029583,4.851206476630328,99,2,1,3,1.0,1.0,1.0,0.0,30.0,30.0,10,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15404775,98171390,52.37500846593186,4.891479586546152,90,2,1,2,1.0,1.0,1.0,300.0,50.0,0.0,1125,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15404969,98607662,52.352272933843615,4.863732760363483,94,2,1,2,1.0,1.0,1.0,0.0,30.0,0.0,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
15410682,27987182,52.35695245407349,4.9966666155931465,212,3,1,4,3.0,1.5,4.0,0.0,55.0,0.0,1125,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15416894,6636577,52.36066634185608,4.929311904738174,65,3,1,2,1.0,1.5,1.0,0.0,40.0,0.0,1125,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15417809,56703734,52.36945053223964,4.929579766653797,165,2,1,4,2.0,1.0,2.0,0.0,0.0,0.0,1125,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15417929,90651956,52.34910266011427,4.912924539825718,250,2,1,4,2.0,2.0,2.0,0.0,0.0,0.0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15418400,15069533,52.369161532698286,4.861936270228764,159,4,1,4,1.0,1.0,2.0,199.0,19.0,15.0,1125,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15418508,5891346,52.378722650885116,4.85756126635662,125,3,1,4,2.0,1.5,2.0,0.0,0.0,15.0,38,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15419069,98805875,52.35667568805178,4.813830857566996,130,3,1,4,1.0,1.0,4.0,0.0,0.0,0.0,1125,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15421742,98833917,52.37974959659622,4.847510305021667,80,2,2,2,1.0,1.0,1.0,0.0,0.0,0.0,30,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
15422621,98833917,52.37808421521938,4.84865449029229,170,3,2,4,1.0,1.0,2.0,0.0,0.0,0.0,30,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15423130,9744698,52.37885110792783,4.849423540560961,95,3,1,2,1.0,1.0,1.0,0.0,30.0,0.0,14,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15425903,68346131,52.35139987263709,4.849267094516992,150,2,1,3,2.0,1.0,2.0,150.0,45.0,0.0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
15426555,16050094,52.357968608873186,4.922847481431749,125,1,1,2,1.0,1.5,1.0,0.0,10.0,0.0,5,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
15428681,11892092,52.36224626446685,4.9072644381689265,190,2,1,2,2.0,1.0,1.0,0.0,25.0,0.0,7,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
15431214,97615352,52.37289248368244,4.847525879153119,98,3,1,2,1.0,1.0,1.0,250.0,25.0,0.0,1125,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15431815,12532564,52.36727049808928,4.949831768999849,175,2,1,4,2.0,1.0,2.0,0.0,30.0,0.0,1125,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15432551,23784233,52.34630953559619,4.9102452514506325,115,1,1,2,1.0,1.0,1.0,350.0,35.0,0.0,4,4,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15432553,98938749,52.384062093801916,4.87142558819015,200,2,1,2,1.0,1.5,1.0,0.0,40.0,0.0,7,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15432761,76382575,52.35184063592253,4.88669567951837,130,2,1,2,1.0,1.5,1.0,150.0,35.0,0.0,1125,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15432762,87070241,52.370797526118075,4.857136664969771,74,2,1,2,1.0,1.0,1.0,0.0,0.0,34.0,1125,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15433262,98947405,52.360952607413076,4.842157085625361,115,3,2,2,1.0,1.0,1.0,150.0,30.0,50.0,1124,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15434287,5034407,52.36965292971572,4.888742291245807,200,2,1,2,1.0,1.0,1.0,0.0,25.0,25.0,1125,4,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15435322,4632377,52.356309944449656,4.826577566824505,115,3,1,2,1.0,1.0,1.0,200.0,30.0,40.0,28,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
15435454,2872698,52.393349797446106,4.994649343030538,99,2,1,3,2.0,1.0,2.0,0.0,20.0,20.0,14,22,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
15439821,74062812,52.379022980014035,4.885492522148425,216,1,1,4,4.0,2.0,4.0,0.0,65.0,0.0,1125,5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15439905,99018608,52.35117973130919,4.855701615246017,99,1,1,2,1.0,1.0,1.0,0.0,25.0,0.0,1125,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
15440709,99024428,52.377186807555425,4.927879994824685,50,1,1,1,1.0,1.0,1.0,0.0,7.0,0.0,1125,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15440957,72289411,52.36895125451036,4.874260966855613,165,2,1,4,2.0,1.0,2.0,0.0,0.0,0.0,1125,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15441005,99025407,52.391401219082965,4.951066690831032,130,2,1,4,2.0,1.0,2.0,250.0,80.0,0.0,1125,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15441407,3627864,52.362673532364,4.931848424793911,95,7,1,2,1.0,1.5,1.0,0.0,50.0,0.0,21,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15441753,33183282,52.367273558628,4.928043130474193,199,2,2,4,2.0,1.0,2.0,100.0,0.0,35.0,1125,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15442364,3844845,52.32315934156789,4.970870900421653,100,2,1,4,1.0,1.0,2.0,0.0,15.0,10.0,15,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15442737,21414295,52.392848482968084,4.9508214751962845,70,3,2,2,1.0,1.0,1.0,0.0,25.0,0.0,1125,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15443303,47900513,52.36565926255577,4.8836244470450705,250,2,1,2,1.0,1.5,1.0,0.0,25.0,0.0,14,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15444249,23290686,52.35489667031894,4.793620040852036,40,3,1,4,2.0,1.5,2.0,100.0,15.0,5.0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15445952,54041788,52.381450971895774,4.868079617274625,101,5,1,3,1.0,1.0,2.0,0.0,0.0,20.0,1125,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15446363,2321097,52.37073058750746,4.8836056170496045,360,3,6,4,2.0,1.0,3.0,0.0,0.0,0.0,1125,24,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15448398,15848535,52.362948814663724,4.864829019932746,110,2,1,2,1.0,1.0,1.0,150.0,25.0,0.0,1125,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15449022,46360649,52.357910550601645,4.9036969001579065,200,1,1,2,1.0,1.5,1.0,0.0,25.0,0.0,9,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15457288,99170093,52.3560595698884,4.9982226576194835,35,5,3,1,1.0,1.5,1.0,0.0,0.0,0.0,1125,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15457327,99171546,52.36386241131665,4.889390791097715,150,2,1,4,2.0,1.5,2.0,0.0,25.0,25.0,1125,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15458166,2932204,52.350358229573615,5.002764668353714,55,1,1,2,1.0,1.0,1.0,0.0,20.0,0.0,14,6,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15459025,99183853,52.396785072772076,4.924355498363656,185,3,1,4,3.0,1.0,3.0,250.0,70.0,0.0,1125,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
15460188,88952147,52.34508657011396,4.8930331456438445,133,3,1,4,2.0,1.0,4.0,520.0,0.0,0.0,1125,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15460346,19955005,52.36098665000326,4.8956147986619865,145,2,1,3,2.0,1.0,2.0,250.0,35.0,25.0,3,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15462317,15756082,52.35083479306089,4.898098511296931,100,2,1,2,1.0,1.0,1.0,200.0,30.0,0.0,1125,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15462325,1670066,52.36536737905385,4.9208899919605305,120,5,1,2,1.0,1.0,1.0,300.0,40.0,0.0,1125,3,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15462538,32846230,52.343677907127,4.901068988081885,150,2,1,4,2.0,1.0,3.0,200.0,0.0,0.0,10,8,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15462945,13627962,52.3763857457101,4.811776363083398,80,2,1,2,1.0,1.0,1.0,0.0,20.0,0.0,10,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15464149,86352371,52.362978907944594,4.926129470615792,110,2,1,4,1.0,1.0,2.0,100.0,30.0,20.0,3,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15465157,22717975,52.36473442420108,4.851531506705094,100,5,1,4,2.0,1.0,2.0,0.0,15.0,20.0,14,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15465365,3552086,52.36804357481547,4.879394244296992,109,2,1,2,1.0,1.5,1.0,0.0,20.0,0.0,7,18,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
15465855,27706858,52.37411627412181,4.923503582351377,140,5,1,4,3.0,1.0,1.0,0.0,40.0,0.0,7,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15466234,16166140,52.37035476011314,4.853547899245839,94,1,1,3,2.0,1.0,2.0,200.0,25.0,25.0,5,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15466674,8307284,52.38253877142529,4.850963520897572,115,2,1,2,1.0,1.0,1.0,200.0,40.0,0.0,60,3,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15467602,19631603,52.389719882319405,4.8801890855214465,170,2,2,4,1.0,1.0,2.0,100.0,30.0,0.0,1125,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15472779,3732495,52.35793591485317,4.910467329750839,180,2,1,4,2.0,1.5,2.0,250.0,35.0,30.0,1125,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15477836,99355470,52.36436737729889,4.8976689228705546,199,2,3,2,1.0,1.0,1.0,500.0,50.0,0.0,1125,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
15478296,49754562,52.388854430621976,4.8843135999785385,240,2,1,4,2.0,1.0,2.0,500.0,40.0,0.0,14,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15481220,75775370,52.35051186575246,4.831075770267644,350,2,1,4,4.0,1.0,4.0,0.0,40.0,20.0,1125,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
15483122,95322310,52.36330823459826,4.8565847997485685,58,3,1,2,1.0,1.0,1.0,0.0,15.0,7.0,7,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15487995,11900329,52.36340551778896,4.861230199607299,129,5,1,4,2.0,2.0,2.0,400.0,0.0,20.0,1125,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15488849,20269830,52.38015189722074,4.8593344823435345,79,3,1,2,1.0,1.5,1.0,0.0,30.0,10.0,1125,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15490175,44723950,52.374530948880206,4.848612296736695,109,2,3,4,2.0,1.0,2.0,200.0,35.0,0.0,1125,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15490693,40738789,52.373491572295244,4.860477019121003,100,2,1,3,2.0,1.0,2.0,150.0,55.0,0.0,1125,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15492094,9636063,52.365190898638446,4.878072095368711,95,1,2,2,1.0,1.0,1.0,100.0,30.0,25.0,1125,27,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15492937,74077669,52.38442132413599,4.872641453276931,122,4,1,2,1.0,1.5,1.0,0.0,40.0,0.0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15493910,99495088,52.37066138770939,4.871490746640103,140,2,1,4,2.0,2.5,2.0,400.0,50.0,25.0,1125,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15496392,14644651,52.37303857536868,4.86007715577591,100,1,1,2,1.0,1.0,1.0,100.0,30.0,0.0,5,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15497619,2829587,52.37433533804989,4.835367290487028,55,1,4,1,1.0,1.0,1.0,0.0,20.0,0.0,15,18,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15503790,98628449,52.3551794804016,4.918987482403407,123,3,1,4,2.0,1.5,4.0,100.0,55.0,6.0,365,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15506138,99610739,52.36496541124651,4.875141776014103,138,2,1,4,2.0,1.0,2.0,100.0,50.0,10.0,365,7,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15506843,36065092,52.39270930390333,4.873160043213763,90,7,1,2,1.0,1.0,1.0,300.0,35.0,10.0,1125,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15508063,38642035,52.35787739482272,4.897886623886727,139,3,1,3,2.0,1.0,2.0,300.0,45.0,35.0,1125,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15509115,64598933,52.34751701118538,4.862793813937069,99,2,1,3,2.0,1.0,1.0,150.0,40.0,0.0,1125,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
15509418,99642871,52.3741168991059,4.873658477502546,110,2,1,4,2.0,1.0,4.0,500.0,50.0,0.0,1125,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15514843,99696924,52.3582541334761,4.992038811734263,62,2,1,2,1.0,1.0,1.0,0.0,0.0,0.0,30,15,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15515376,6452795,52.367759991741025,4.87341992331663,90,1,1,3,1.0,1.0,1.0,100.0,35.0,20.0,10,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15515672,99708779,52.37172582542,4.8717663103886695,125,3,1,3,2.0,1.0,2.0,0.0,55.0,0.0,9,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15516455,97527021,52.379620519103526,4.876999200107728,130,3,1,2,1.0,2.0,1.0,300.0,45.0,0.0,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
15517903,15722405,52.36804577776143,4.92200464161359,200,2,1,4,2.0,1.0,3.0,150.0,60.0,0.0,1125,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
15518738,99727904,52.34929646108181,4.913596043346394,115,2,1,2,1.0,1.0,1.0,0.0,0.0,0.0,1125,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15525890,14183886,52.369616988161795,4.930166158832383,89,4,25,3,2.0,1.0,2.0,0.0,70.0,50.0,31,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
15525897,4875280,52.378363503172814,4.879484027732613,350,1,2,2,2.0,1.0,2.0,0.0,0.0,100.0,20,15,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
15527704,99852324,52.390135994603604,4.887230222569649,117,2,1,2,1.0,1.0,1.0,100.0,35.0,0.0,7,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15528076,99856100,52.36313319580842,4.9386236602438895,120,4,1,3,2.0,1.0,2.0,300.0,35.0,25.0,25,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15528234,83661537,52.413757318954744,4.919315739741831,120,1,1,4,1.0,1.0,1.0,0.0,20.0,35.0,1125,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15530353,6823451,52.36088930270254,4.890197588009769,150,5,1,2,1.0,1.0,1.0,200.0,50.0,0.0,18,6,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15530410,40415005,52.374030955497496,4.863769731094977,112,2,1,2,1.0,1.0,1.0,0.0,25.0,0.0,17,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15531290,50628284,52.38988785596987,4.8765664147173045,100,1,1,2,1.0,1.0,1.0,150.0,35.0,0.0,1125,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
15532447,23926353,52.35372928674667,4.996768605649766,180,4,1,4,2.0,2.0,4.0,0.0,75.0,8.0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
15532491,22485572,52.35936739339604,4.911677425856001,63,1,1,2,1.0,1.0,1.0,0.0,0.0,0.0,1125,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
15533370,78318909,52.39164755217239,4.907373730246465,160,2,1,3,2.0,1.0,3.0,0.0,25.0,0.0,1125,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
15539583,98947405,52.362085178746064,4.843658785399041,115,3,2,2,1.0,1.0,1.0,150.0,30.0,0.0,1125,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
15539939,75013814,52.389457476764534,4.9443589449875835,90,3,2,2,1.0,1.0,1.0,250.0,40.0,0.0,1125,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15540054,44416982,52.37750785850747,4.884888228689689,120,3,1,2,1.0,1.0,2.0,0.0,20.0,0.0,1125,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
15541354,39116786,52.36348672371664,4.924455274236735,85,2,1,4,1.0,1.0,2.0,150.0,35.0,30.0,1125,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15542104,99589737,52.351525806592036,4.863419861058994,500,2,1,4,4.0,3.0,4.0,750.0,150.0,60.0,1125,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15542926,19153949,52.368891573630044,4.929270426473063,250,2,1,2,1.0,1.5,1.0,0.0,50.0,75.0,30,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
15543062,51848909,52.35746266464421,4.889530444619768,179,1,1,2,1.0,1.0,1.0,250.0,32.0,55.0,1125,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
